Date,Open,High,Low,Close,Volume,Split,Source
2021-01-28,3.68637,3.943491,3.609881,3.822072,31410527,real_test,yfinance
2021-01-29,3.861581,3.892602,3.639386,3.834676,44053151,real_test,yfinance
2021-01-30,3.837682,4.311976,3.774104,4.224276,53378198,real_test,yfinance
2021-01-31,4.237314,4.78701,4.170498,4.264144,78376267,real_test,yfinance
2021-02-01,4.261251,4.611602,4.118255,4.611602,39361629,real_test,yfinance
2021-02-02,4.613741,5.403642,4.480119,5.267508,98755962,real_test,yfinance
2021-02-03,5.246592,5.780781,5.072738,5.71599,49386327,real_test,yfinance
2021-02-04,5.731748,6.531011,5.603236,6.426065,108249482,real_test,yfinance
2021-02-05,6.43537,7.127117,6.426447,6.68172,92892157,real_test,yfinance
2021-02-06,6.687301,6.799131,5.713828,6.110807,102365494,real_test,yfinance
2021-02-07,6.117645,6.871514,5.768592,6.700463,105451103,real_test,yfinance
2021-02-08,6.702447,8.055933,6.488928,7.88325,155254261,real_test,yfinance
2021-02-09,7.869795,8.467784,7.570215,7.816793,121037873,real_test,yfinance
2021-02-10,7.818552,9.072604,7.613847,9.072214,120679902,real_test,yfinance
2021-02-11,9.080357,9.707004,8.761316,9.215352,53600048,real_test,yfinance
2021-02-12,9.21479,9.924452,9.079012,9.247012,91484664,real_test,yfinance
2021-02-13,9.236033,9.499039,8.683009,8.732455,91417968,real_test,yfinance
2021-02-14,8.742989,9.2203,8.559715,8.738896,93500423,real_test,yfinance
2021-02-15,8.724266,9.310638,7.840471,8.861739,109854635,real_test,yfinance
2021-02-16,8.860748,8.980368,7.983557,8.297867,71625205,real_test,yfinance
2021-02-17,8.298689,8.433298,7.544399,8.222577,89948578,real_test,yfinance
2021-02-18,8.232871,9.279175,8.232871,8.980452,77306770,real_test,yfinance
2021-02-19,8.97997,11.680577,8.556981,11.465653,261175711,real_test,yfinance
2021-02-20,11.478087,11.786737,9.815854,10.002664,140264810,real_test,yfinance
2021-02-21,9.98755,11.640289,9.887047,11.085513,137742366,real_test,yfinance
2021-02-22,11.073036,14.545641,9.255904,14.454785,574136241,real_test,yfinance
2021-02-23,14.421626,15.743371,11.599894,15.201538,485252846,real_test,yfinance
2021-02-24,15.213842,18.146622,14.861799,17.302708,375439707,real_test,yfinance
2021-02-25,17.230183,17.695444,13.795913,13.816014,364505276,real_test,yfinance
2021-02-26,13.865891,15.483705,13.120141,13.587941,289687328,real_test,yfinance
2021-02-27,13.601574,14.612065,13.057273,13.201168,247640940,real_test,yfinance
2021-02-28,13.207767,13.779016,11.489983,13.089247,300493226,real_test,yfinance
2021-03-01,13.108435,15.516057,13.057385,14.955588,306451693,real_test,yfinance
2021-03-02,14.966845,15.224125,13.460749,13.958921,178549852,real_test,yfinance
2021-03-03,13.96354,14.729359,13.767049,14.115591,153830742,real_test,yfinance
2021-03-04,14.094867,14.260361,12.77127,13.097983,116364466,real_test,yfinance
2021-03-05,13.066306,13.079862,12.184608,12.610443,90978408,real_test,yfinance
2021-03-06,12.569937,13.270481,11.901228,13.036458,118851546,real_test,yfinance
2021-03-07,13.043927,13.996903,12.726385,13.877732,117548176,real_test,yfinance
2021-03-08,13.826815,13.870826,13.082289,13.602188,115525659,real_test,yfinance
2021-03-09,13.615291,14.986444,13.320187,14.846311,134867044,real_test,yfinance
2021-03-10,14.850929,15.187938,14.079064,14.231084,103150901,real_test,yfinance
2021-03-11,14.219837,16.239399,13.704226,15.992279,229272516,real_test,yfinance
2021-03-12,16.02092,16.485796,14.111229,14.552142,185287457,real_test,yfinance
2021-03-13,14.563803,15.394398,13.920056,15.308803,145102757,real_test,yfinance
2021-03-14,15.301581,15.349832,14.378764,14.508266,90232804,real_test,yfinance
2021-03-15,14.477127,14.790473,13.698057,14.186662,102600692,real_test,yfinance
2021-03-16,14.163912,14.282896,13.229815,13.622773,112303590,real_test,yfinance
2021-03-17,13.634964,14.266797,13.130529,14.220203,94696339,real_test,yfinance
2021-03-18,14.210677,14.745477,13.827284,14.230025,79074263,real_test,yfinance
2021-03-19,14.23265,14.488219,13.932458,14.204796,68715211,real_test,yfinance
2021-03-20,14.195826,14.978218,14.152045,14.211981,68049683,real_test,yfinance
2021-03-21,14.218328,14.365723,13.668254,14.332206,64229338,real_test,yfinance
2021-03-22,14.350278,16.599873,14.202886,14.919293,260995136,real_test,yfinance
2021-03-23,14.848619,15.243709,14.097057,14.204831,106780662,real_test,yfinance
2021-03-24,14.190396,15.371431,13.661298,13.661298,118813690,real_test,yfinance
2021-03-25,13.650586,13.70525,12.614725,13.025085,116277943,real_test,yfinance
2021-03-26,13.019528,14.804294,12.370458,14.779421,149987319,real_test,yfinance
2021-03-27,14.786246,16.804165,14.758046,16.508322,223872587,real_test,yfinance
2021-03-28,16.479424,19.386005,16.345009,18.016233,426120062,real_test,yfinance
2021-03-29,18.083303,18.987843,17.700363,18.854809,216748601,real_test,yfinance
2021-03-30,18.891403,20.869474,18.891403,19.233925,264028427,real_test,yfinance
2021-03-31,19.101685,19.795801,18.156256,19.465229,206011018,real_test,yfinance
2021-04-01,19.415682,20.36154,18.844246,19.084902,173731886,real_test,yfinance
2021-04-02,19.084631,19.824574,18.568419,19.810223,131061660,real_test,yfinance
2021-04-03,19.796452,23.827188,19.78945,22.552277,483057740,real_test,yfinance
2021-04-04,22.52737,25.569532,22.212969,24.061323,426557980,real_test,yfinance
2021-04-05,23.928839,24.777637,22.806452,22.984283,264085329,real_test,yfinance
2021-04-06,22.97784,25.346525,21.876614,24.957146,320886935,real_test,yfinance
2021-04-07,25.145559,27.487616,23.089359,26.478081,676846221,real_test,yfinance
2021-04-08,26.514593,27.970011,25.724936,27.033987,377988327,real_test,yfinance
2021-04-09,26.985804,29.014734,26.903826,27.778275,282477938,real_test,yfinance
2021-04-10,27.649712,28.257971,25.963226,26.841404,270235258,real_test,yfinance
2021-04-11,26.80805,28.687227,25.57832,27.93189,232938762,real_test,yfinance
2021-04-12,27.918367,29.862303,26.842743,28.512123,308804546,real_test,yfinance
2021-04-13,28.541012,28.797941,26.417603,27.435553,258183912,real_test,yfinance
2021-04-14,27.400005,27.482693,24.792021,26.475111,342565805,real_test,yfinance
2021-04-15,26.436844,28.249399,25.539415,27.818314,221346739,real_test,yfinance
2021-04-16,27.820324,28.226879,24.972918,25.397366,240665351,real_test,yfinance
2021-04-17,25.369205,26.819767,25.099874,25.099874,201720376,real_test,yfinance
2021-04-18,25.135502,32.902569,21.539209,32.302917,1155150688,real_test,yfinance
2021-04-19,32.339523,36.080257,29.925907,31.675896,1219130981,real_test,yfinance
2021-04-20,31.47629,32.69722,28.932571,31.770054,793008154,real_test,yfinance
2021-04-21,31.681538,35.004303,30.167492,32.513042,729130141,real_test,yfinance
2021-04-22,32.68343,40.971863,31.600691,38.879761,1638622971,real_test,yfinance
2021-04-23,38.899181,41.463261,31.66427,36.97842,1612232268,real_test,yfinance
2021-04-24,37.257496,43.532223,34.683292,40.737316,1101380795,real_test,yfinance
2021-04-25,40.84547,48.434265,40.512016,47.367626,1583800800,real_test,yfinance
2021-04-26,47.541855,48.310783,43.371727,43.976517,1357487872,real_test,yfinance
2021-04-27,43.89357,46.548611,42.557327,43.239002,904891996,real_test,yfinance
2021-04-28,43.161442,46.916565,40.672073,44.825985,1021154320,real_test,yfinance
2021-04-29,44.849949,46.071491,40.950985,42.460541,772259307,real_test,yfinance
2021-04-30,42.500046,44.270153,41.243504,42.956001,534976437,real_test,yfinance
2021-05-01,42.893337,49.844578,42.030865,49.508022,859524423,real_test,yfinance
2021-05-02,49.500805,49.896671,45.981823,46.890987,571072187,real_test,yfinance
2021-05-03,46.903976,49.009453,45.044476,45.933689,609194252,real_test,yfinance
2021-05-04,45.98336,47.757156,42.313103,42.729557,682976428,real_test,yfinance
2021-05-05,42.637238,45.927792,42.315735,44.923576,503781975,real_test,yfinance
2021-05-06,44.974052,44.974052,42.591583,43.455677,391497018,real_test,yfinance
2021-05-07,43.502655,46.059563,41.438374,43.155018,514344601,real_test,yfinance
2021-05-08,43.152065,46.639027,42.298019,45.561531,451056655,real_test,yfinance
2021-05-09,45.61763,47.121216,43.296944,44.330196,510603312,real_test,yfinance
2021-05-10,44.342094,45.877502,39.558849,42.909634,499528076,real_test,yfinance
2021-05-11,42.872272,45.151203,39.76297,44.577469,473731333,real_test,yfinance
2021-05-12,44.591526,48.979034,42.45731,42.45731,1151668076,real_test,yfinance
2021-05-13,43.235085,45.417099,37.526894,40.997852,1016860656,real_test,yfinance
2021-05-14,41.034519,44.791435,39.986053,42.717865,504167711,real_test,yfinance
2021-05-15,42.699947,45.391788,39.374607,43.461308,500445722,real_test,yfinance
2021-05-16,43.401691,52.50135,41.915497,47.200829,1990976771,real_test,yfinance
2021-05-17,46.898022,51.87603,43.302917,46.863205,1951921366,real_test,yfinance
2021-05-18,46.660419,58.302925,46.187557,55.910961,2025388219,real_test,yfinance
2021-05-19,56.089256,57.525772,29.429859,35.107182,2772224999,real_test,yfinance
2021-05-20,35.043045,51.25845,32.318142,44.742748,2487748626,real_test,yfinance
2021-05-21,44.447254,47.645592,33.837395,38.812851,1769762028,real_test,yfinance
2021-05-22,38.98838,40.009579,31.254862,31.315582,1078751751,real_test,yfinance
2021-05-23,31.225767,32.436268,19.139839,24.688747,1925832341,real_test,yfinance
2021-05-24,24.49832,32.094452,24.49832,31.283571,1346786023,real_test,yfinance
2021-05-25,31.396347,33.130127,26.100075,29.997078,909470305,real_test,yfinance
2021-05-26,30.047991,37.237637,29.008554,35.539818,1069991365,real_test,yfinance
2021-05-27,35.482449,35.52705,31.127129,33.584591,649389058,real_test,yfinance
2021-05-28,33.675526,34.502506,28.067144,29.039276,600255582,real_test,yfinance
2021-05-29,29.00313,30.022339,25.75094,27.376421,376859866,real_test,yfinance
2021-05-30,27.408316,29.749254,25.650293,28.602659,359661704,real_test,yfinance
2021-05-31,28.60424,32.983589,27.524746,32.816246,534826504,real_test,yfinance
2021-06-01,32.770885,33.289917,29.880173,30.98526,432053117,real_test,yfinance
2021-06-02,30.935238,35.038155,30.432858,33.956318,497567418,real_test,yfinance
2021-06-03,34.018715,41.145378,33.792233,39.470905,960056106,real_test,yfinance
2021-06-04,39.581303,39.609863,34.310902,37.41507,1056279506,real_test,yfinance
2021-06-05,37.417377,42.822674,37.09911,39.5854,1112426664,real_test,yfinance
2021-06-06,39.749126,43.377193,38.963997,42.308376,794387364,real_test,yfinance
2021-06-07,42.253677,44.100559,38.090839,38.262333,923157614,real_test,yfinance
2021-06-08,38.25127,42.478291,33.685459,41.517815,1786996802,real_test,yfinance
2021-06-09,41.279793,43.997566,39.368633,42.031776,1218831041,real_test,yfinance
2021-06-10,42.024036,43.00491,39.596783,41.098675,595246689,real_test,yfinance
2021-06-11,41.110153,41.312485,35.311172,36.046085,518666603,real_test,yfinance
2021-06-12,36.164352,37.614223,34.318157,36.441689,549070417,real_test,yfinance
2021-06-13,36.514709,39.359974,34.78299,38.770435,452988674,real_test,yfinance
2021-06-14,38.704521,40.476521,36.814133,38.713055,477871463,real_test,yfinance
2021-06-15,40.535839,41.758675,39.435814,41.153648,605285143,real_test,yfinance
2021-06-16,39.545349,41.496307,37.503498,39.703617,576016902,real_test,yfinance
2021-06-17,39.68927,41.237431,38.286083,39.264591,417775600,real_test,yfinance
2021-06-18,39.266785,39.427128,35.004017,36.648796,424163369,real_test,yfinance
2021-06-19,36.819107,37.354588,34.981606,35.353436,264640750,real_test,yfinance
2021-06-20,35.237026,35.928387,31.362095,35.322014,452587531,real_test,yfinance
2021-06-21,35.261436,35.497616,25.94908,26.6574,760344541,real_test,yfinance
2021-06-22,26.592831,28.712969,20.380444,26.771856,1258580061,real_test,yfinance
2021-06-23,26.912943,32.772961,25.696486,30.048887,1111302687,real_test,yfinance
2021-06-24,30.846079,32.99131,28.548386,31.181034,641150364,real_test,yfinance
2021-06-25,31.168531,32.902515,28.03508,28.698862,632052177,real_test,yfinance
2021-06-26,28.607899,30.007036,26.710814,29.712854,560342710,real_test,yfinance
2021-06-27,29.75264,31.929392,29.271196,31.929392,497353288,real_test,yfinance
2021-06-28,31.880831,34.243225,31.035128,32.92778,473612135,real_test,yfinance
2021-06-29,33.009785,35.788578,32.726685,33.866802,471854279,real_test,yfinance
2021-06-30,33.962971,35.954723,31.601351,35.556404,570984168,real_test,yfinance
2021-07-01,35.505653,35.538193,32.386272,33.404034,474665321,real_test,yfinance
2021-07-02,33.306309,34.031788,31.479923,34.020481,440298780,real_test,yfinance
2021-07-03,34.015575,35.40477,33.298473,34.478817,327019964,real_test,yfinance
2021-07-04,34.495117,35.502373,33.555737,34.3106,303420520,real_test,yfinance
2021-07-05,34.282551,34.461823,32.482693,32.984589,313839322,real_test,yfinance
2021-07-06,32.930305,34.978317,32.930305,34.269138,365336040,real_test,yfinance
2021-07-07,34.232807,38.011703,33.84203,36.59137,519252659,real_test,yfinance
2021-07-08,36.719719,36.915283,32.802273,33.203728,498201257,real_test,yfinance
2021-07-09,33.134331,34.387947,31.991049,33.264648,327170629,real_test,yfinance
2021-07-10,33.318439,34.140488,31.186785,31.788645,296566657,real_test,yfinance
2021-07-11,31.693039,32.536335,31.411757,32.177841,211679810,real_test,yfinance
2021-07-12,32.173389,32.644054,30.074202,30.848087,221058993,real_test,yfinance
2021-07-13,30.786404,31.093704,28.918608,29.121189,197825362,real_test,yfinance
2021-07-14,29.142693,31.435339,27.515703,31.281,331866434,real_test,yfinance
2021-07-15,31.360701,31.483404,28.008404,28.452101,329918376,real_test,yfinance
2021-07-16,28.549067,29.442204,26.228809,26.370008,374718328,real_test,yfinance
2021-07-17,26.254124,27.696987,26.04067,26.721668,289689475,real_test,yfinance
2021-07-18,26.78417,27.733564,26.360977,26.751909,230336396,real_test,yfinance
2021-07-19,26.67124,26.721746,24.012245,24.447577,361915410,real_test,yfinance
2021-07-20,24.510302,24.975603,22.177542,23.489555,413439963,real_test,yfinance
2021-07-21,23.443457,27.416498,22.86537,26.623079,555770206,real_test,yfinance
2021-07-22,26.665323,28.13599,25.952209,27.702082,364666998,real_test,yfinance
2021-07-23,27.706509,28.690611,26.425711,28.51388,407955237,real_test,yfinance
2021-07-24,28.5179,29.507799,28.068638,28.70262,353750758,real_test,yfinance
2021-07-25,28.649401,28.872978,26.528553,28.168774,309208018,real_test,yfinance
2021-07-26,28.227026,31.054016,27.903797,28.306643,743673802,real_test,yfinance
2021-07-27,28.210499,28.952671,27.00543,28.065327,375599550,real_test,yfinance
2021-07-28,28.145641,28.746954,27.412333,27.815411,315682626,real_test,yfinance
2021-07-29,27.877975,31.886148,27.372438,31.281137,448009571,real_test,yfinance
2021-07-30,31.275415,33.055126,30.067673,32.393944,617830199,real_test,yfinance
2021-07-31,32.353287,36.868259,31.68322,36.827312,587168181,real_test,yfinance
2021-08-01,36.679127,36.719913,33.283005,34.25436,490639931,real_test,yfinance
2021-08-02,34.190563,35.912395,33.060654,33.22242,407399691,real_test,yfinance
2021-08-03,33.191425,35.833092,32.40266,33.996441,474629269,real_test,yfinance
2021-08-04,34.108356,36.652477,33.273182,35.763626,413657602,real_test,yfinance
2021-08-05,35.771976,38.208866,35.533855,37.355137,595137193,real_test,yfinance
2021-08-06,37.355358,40.388084,35.688293,39.446102,589190671,real_test,yfinance
2021-08-07,39.492302,40.505878,37.626602,39.403473,534979916,real_test,yfinance
2021-08-08,39.465904,39.533291,36.935577,37.673824,358570315,real_test,yfinance
2021-08-09,37.660496,40.004841,36.481171,38.767784,377034585,real_test,yfinance
2021-08-10,38.67881,41.660908,38.223171,40.639797,452480699,real_test,yfinance
2021-08-11,40.648941,43.73914,40.628239,41.744114,507980107,real_test,yfinance
2021-08-12,41.704514,43.401909,39.381557,41.099361,527833804,real_test,yfinance
2021-08-13,41.114368,44.900524,40.721619,44.894501,541894525,real_test,yfinance
2021-08-14,44.851425,44.871239,42.93766,44.11285,363834257,real_test,yfinance
2021-08-15,44.149956,54.629551,43.450008,53.745159,1448656564,real_test,yfinance
2021-08-16,53.541149,68.822372,52.465851,62.432465,3799339365,real_test,yfinance
2021-08-17,62.11533,74.889259,58.981335,64.210709,4043742154,real_test,yfinance
2021-08-18,64.16835,80.119904,60.269714,72.543312,4507409622,real_test,yfinance
2021-08-19,72.838562,75.092422,68.610497,72.757607,2467398203,real_test,yfinance
2021-08-20,72.748901,79.990005,70.937286,78.724617,1844455899,real_test,yfinance
2021-08-21,78.698929,81.813774,72.69693,73.75621,1513097171,real_test,yfinance
2021-08-22,73.86834,77.481155,71.553947,72.803917,968933849,real_test,yfinance
2021-08-23,72.769409,76.70533,71.680748,75.708038,1372134245,real_test,yfinance
2021-08-24,75.780174,79.370949,68.619789,70.670906,2153611667,real_test,yfinance
2021-08-25,70.679962,72.702866,66.222763,71.951569,1551240766,real_test,yfinance
2021-08-26,71.973434,78.055206,66.264557,75.316208,2713050538,real_test,yfinance
2021-08-27,74.811783,88.854279,72.715126,88.086983,3263988286,real_test,yfinance
2021-08-28,88.000015,97.842949,85.790642,96.703171,2580080503,real_test,yfinance
2021-08-29,96.563972,97.777878,90.993622,94.469673,1830344091,real_test,yfinance
2021-08-30,94.344872,116.850227,94.03772,110.544807,5274104165,real_test,yfinance
2021-08-31,109.756149,130.014618,103.351303,108.483772,7590894022,real_test,yfinance
2021-09-01,107.444481,119.530113,106.270821,111.033005,3974443896,real_test,yfinance
2021-09-02,110.731239,131.961884,109.652618,128.102386,5074399603,real_test,yfinance
2021-09-03,128.389084,148.834183,128.389084,146.583054,7526373837,real_test,yfinance
2021-09-04,146.418411,150.428558,136.449554,139.113068,3970422964,real_test,yfinance
2021-09-05,138.990143,144.997864,135.079971,142.070877,2996918105,real_test,yfinance
2021-09-06,142.06282,165.878738,138.038208,164.38092,5774090688,real_test,yfinance
2021-09-07,164.183685,194.819702,133.10025,173.148926,17068643416,real_test,yfinance
2021-09-08,173.278564,197.989014,147.99118,191.041397,13187213606,real_test,yfinance
2021-09-09,209.470795,214.957184,181.445877,188.195801,12676272744,real_test,yfinance
2021-09-10,187.612808,196.94519,168.690826,179.865234,7087524572,real_test,yfinance
2021-09-11,179.366226,193.405609,175.565414,178.867874,5367389010,real_test,yfinance
2021-09-12,179.230164,181.568253,170.584595,174.537628,3012633094,real_test,yfinance
2021-09-13,174.418457,174.93187,150.974411,169.269547,6437530449,real_test,yfinance
2021-09-14,169.774521,171.301163,143.553116,158.094818,5799758794,real_test,yfinance
2021-09-15,158.415436,166.175293,154.239548,159.117386,3908939772,real_test,yfinance
2021-09-16,158.807281,163.122833,147.653275,152.47406,3215168472,real_test,yfinance
2021-09-17,152.35144,153.444931,135.245224,147.593063,4675731485,real_test,yfinance
2021-09-18,147.448761,171.142776,144.392258,169.184219,5415012910,real_test,yfinance
2021-09-19,169.226334,170.652115,151.250977,152.516693,3350530308,real_test,yfinance
2021-09-20,152.794479,153.387665,131.261032,132.13446,5623667250,real_test,yfinance
2021-09-21,132.762314,144.468445,116.343201,123.950394,5243953819,real_test,yfinance
2021-09-22,124.177452,150.941513,122.349159,147.924255,4952222859,real_test,yfinance
2021-09-23,148.055161,152.36499,143.201263,149.753571,3389212044,real_test,yfinance
2021-09-24,149.935471,151.201904,128.801315,139.395645,3852350632,real_test,yfinance
2021-09-25,139.296555,144.072556,134.107758,136.178925,2037106949,real_test,yfinance
2021-09-26,136.216156,140.781784,125.115425,135.699371,2674182809,real_test,yfinance
2021-09-27,135.931366,148.497833,133.984283,136.728424,2867246888,real_test,yfinance
2021-09-28,136.508911,139.294357,128.244827,131.537216,2422542861,real_test,yfinance
2021-09-29,132.338531,140.038177,131.233688,135.351456,2428105040,real_test,yfinance
2021-09-30,135.412903,142.853165,134.313263,141.069046,2244376110,real_test,yfinance
2021-10-01,141.382919,164.737549,138.436935,161.682373,4387488320,real_test,yfinance
2021-10-02,161.594391,174.900696,156.322342,169.093018,3471658582,real_test,yfinance
2021-10-03,169.113708,176.970337,166.070007,172.589157,3149579954,real_test,yfinance
2021-10-04,172.961624,172.961624,162.773331,166.731918,3109040100,real_test,yfinance
2021-10-05,166.994965,169.97937,160.593155,164.115829,2541087419,real_test,yfinance
2021-10-06,164.605194,165.361984,150.768372,154.107742,3259712887,real_test,yfinance
2021-10-07,153.961151,161.362991,150.542038,154.281189,2579187256,real_test,yfinance
2021-10-08,154.256546,168.846375,152.755768,158.949203,2781848650,real_test,yfinance
2021-10-09,158.704697,161.407318,154.869797,156.825836,1522023824,real_test,yfinance
2021-10-10,156.751923,158.361572,146.898239,148.048706,1556965341,real_test,yfinance
2021-10-11,147.800446,153.921143,140.363968,144.858139,1851795187,real_test,yfinance
2021-10-12,145.00766,153.263977,137.811569,152.737122,2853992440,real_test,yfinance
2021-10-13,152.523926,155.347992,144.407867,148.176041,2105226551,real_test,yfinance
2021-10-14,148.017273,155.329742,147.330933,149.756805,1948101208,real_test,yfinance
2021-10-15,150.0466,165.122208,146.984833,162.596207,3970589003,real_test,yfinance
2021-10-16,163.007034,164.713715,156.737564,157.538818,1531502795,real_test,yfinance
2021-10-17,157.463562,167.425995,154.090347,159.743805,2168838138,real_test,yfinance
2021-10-18,159.997482,162.856277,155.030228,157.231277,1698878759,real_test,yfinance
2021-10-19,157.210205,159.405869,153.221008,156.017029,1400902548,real_test,yfinance
2021-10-20,155.883392,176.440674,155.199844,175.946869,3315306825,real_test,yfinance
2021-10-21,176.765549,193.599152,176.765549,190.318436,6865815461,real_test,yfinance
2021-10-22,190.454895,214.044449,188.273621,196.431534,7486821306,real_test,yfinance
2021-10-23,196.300476,205.669876,192.562759,197.703857,3253670286,real_test,yfinance
2021-10-24,197.973114,204.719101,185.572433,202.361984,3413057378,real_test,yfinance
2021-10-25,202.316483,218.731888,198.202438,210.104294,4837376169,real_test,yfinance
2021-10-26,209.531647,213.982864,197.486649,199.807251,3194205752,real_test,yfinance
2021-10-27,199.874481,205.404739,178.730865,183.774597,4552692842,real_test,yfinance
2021-10-28,184.515701,201.045364,182.217529,194.863983,3463958628,real_test,yfinance
2021-10-29,194.906433,204.896606,194.906433,200.182755,2468703579,real_test,yfinance
2021-10-30,200.225723,200.38623,187.816574,195.416061,1732207667,real_test,yfinance
2021-10-31,195.773773,205.163376,186.062988,202.421021,2577364486,real_test,yfinance
2021-11-01,202.629211,211.36084,198.238968,203.54509,3157612663,real_test,yfinance
2021-11-02,203.517914,222.233032,201.180389,220.239594,3020087232,real_test,yfinance
2021-11-03,221.076752,246.321533,216.196198,242.898819,6024951132,real_test,yfinance
2021-11-04,243.097809,250.466339,235.150879,247.387772,4440296290,real_test,yfinance
2021-11-05,247.270935,248.383911,231.160812,236.474335,2752870913,real_test,yfinance
2021-11-06,236.492752,260.062103,235.289963,258.934326,3869779683,real_test,yfinance
2021-11-07,258.781555,258.850098,246.122421,249.823486,2624869522,real_test,yfinance
2021-11-08,249.979263,253.254181,241.140137,248.467178,3344410176,real_test,yfinance
2021-11-09,248.356842,253.179825,237.895294,239.213135,2819309492,real_test,yfinance
2021-11-10,239.133743,247.947037,218.38855,233.779526,3873202098,real_test,yfinance
2021-11-11,233.913986,246.447189,229.74852,234.240753,2693456862,real_test,yfinance
2021-11-12,233.721268,238.695679,221.252945,228.50209,3022054714,real_test,yfinance
2021-11-13,228.596252,241.825027,225.075928,241.825027,2322796265,real_test,yfinance
2021-11-14,241.862106,242.044891,230.689407,238.425522,1705211600,real_test,yfinance
2021-11-15,238.7314,245.976105,235.099106,237.553604,2414551003,real_test,yfinance
2021-11-16,238.497147,238.497147,215.442093,219.239029,3557977024,real_test,yfinance
2021-11-17,219.295639,222.028839,210.026947,218.71524,2982505239,real_test,yfinance
2021-11-18,218.87558,222.876938,187.673126,195.487411,3911214658,real_test,yfinance
2021-11-19,195.066284,219.367065,189.750168,215.280014,3431624914,real_test,yfinance
2021-11-20,215.406906,221.445343,206.285873,218.015274,2003638941,real_test,yfinance
2021-11-21,217.784027,235.230911,210.809738,231.282623,2636480460,real_test,yfinance
2021-11-22,230.989639,231.904816,212.03009,215.737274,3254258844,real_test,yfinance
2021-11-23,215.842957,226.061737,211.312225,221.836899,2328763768,real_test,yfinance
2021-11-24,221.860611,222.459274,200.502609,214.921539,2293934142,real_test,yfinance
2021-11-25,205.886169,216.400513,202.32341,206.252991,2586718627,real_test,yfinance
2021-11-26,210.048279,210.504578,184.328278,191.511749,3380122748,real_test,yfinance
2021-11-27,192.283569,199.36499,191.040543,193.102158,1443178833,real_test,yfinance
2021-11-28,193.275604,201.628708,182.372452,200.676651,2033215941,real_test,yfinance
2021-11-29,200.821274,212.445801,199.9543,204.319366,2110532147,real_test,yfinance
2021-11-30,204.232941,218.339386,200.084335,208.67099,2888387657,real_test,yfinance
2021-12-01,208.393158,232.386215,208.152267,229.79924,3532771294,real_test,yfinance
2021-12-02,229.854706,243.111664,220.387177,233.993042,4074103518,real_test,yfinance
2021-12-03,233.601898,239.122101,207.329773,211.224396,4061060881,real_test,yfinance
2021-12-04,212.112381,212.807541,171.553574,201.124832,5949505665,real_test,yfinance
2021-12-05,200.780609,204.617477,182.016815,196.168259,3402591975,real_test,yfinance
2021-12-06,196.547485,197.663025,176.888062,194.199219,3693853028,real_test,yfinance
2021-12-07,194.276596,204.1185,188.280807,190.596909,2556849839,real_test,yfinance
2021-12-08,190.505005,196.374115,184.132706,194.621704,2277446203,real_test,yfinance
2021-12-09,194.483292,196.689743,178.792145,181.178085,1968182104,real_test,yfinance
2021-12-10,181.46756,184.689423,167.954834,167.954834,2118266396,real_test,yfinance
